timestamp,values
02/03/2025 08:42,31.94043302
02/03/2025 09:12,27.31543649
02/03/2025 09:42,25.49749463
02/03/2025 10:12,21.21428851
02/03/2025 10:42,20.7081494
02/03/2025 11:12,21.86542538
02/03/2025 11:42,22.76589483
02/03/2025 12:12,20.56148381
02/03/2025 12:42,23.29327715
02/03/2025 13:12,22.82322493
02/03/2025 13:42,23.66601758
02/03/2025 14:12,25.79174556
02/03/2025 14:42,25.64702753
02/03/2025 15:12,23.45562023
02/03/2025 15:42,23.94117395
02/03/2025 16:12,21.41987943
02/03/2025 16:42,25.46928766
02/03/2025 17:12,25.62520295
02/03/2025 17:42,27.5248228
02/03/2025 18:12,26.66398207
